,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
1928,11207,US,"When you're blending barrels from multiple vintages, you'd better make a fine wine. Oso Libre succeeds with this opulent offering from their Abernathy Vineyard. There is leather, mocha, oak smoke, vanilla and deep cherry on the nose, followed by a rich palate of ripe red-berry fruit and a lingering campfire-flavor finish.",Rojo del Patron,94,45.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Oso Libre NV Rojo del Patron Red (Paso Robles),Red Blend,Oso Libre
1929,11211,US,"Ice wines are a rarity in Washington. This one offers aromas of orange peel, flowers and candied ginger, seeming to show a touch of oxygen exposure. It's sweet (155g/L residual sugar) but is still quite deft in style.",Selenium Vineyard Ice Wine,88,55.0,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,Pacific Rim 2013 Selenium Vineyard Ice Wine Riesling (Yakima Valley),Riesling,Pacific Rim
1930,11216,US,"Aromas are quite delicate for the variety and style, with fresh flowers, peach and whiffs of lychee. The palate is similarly restrained, showing elegance with the lightly sweet stone fruit flavors that are accented by bright acidity. It's all about nuance.",Late Harvest,88,28.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Seven Hills 2013 Late Harvest Riesling (Columbia Valley (WA)),Riesling,Seven Hills
1931,11217,US,"The aromas of this jazzy wine disclose lime leaf, white peach and slate. The off-dry flavors of flowers, pear and stone fruit are typical of Washington in their intensity and detail.",Old Vines,88,17.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Seven Hills 2013 Old Vines Riesling (Columbia Valley (WA)),Riesling,Seven Hills
1932,11227,US,"Vibrant aromas of honeysuckle, honey-drizzled peach and green apple lead to medium-sweet stone-fruit flavors. Pair it with a spicy Thai dish.",Caliche Lake Vineyard,88,11.0,Washington,Ancient Lakes,Columbia Valley,Sean P. Sullivan,@wawinereport,For a Song 2013 Caliche Lake Vineyard Riesling (Ancient Lakes),Riesling,For a Song
1933,11229,US,"Lees aromas dominate on this wine along with almond butter, corn husk and spice. It's weighty in feel with abundant green apple, lees and cereal flavors leading to a lingering finish. The style gets a bit out in front of the variety but there's plenty of interest to be had.",Wente Clone Old Vine,88,26.0,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,French Creek 2011 Wente Clone Old Vine Chardonnay (Yakima Valley),Chardonnay,French Creek
1934,11232,US,"Fruit and barrel mix together on this lightly colored wine with aromas of coffee, herb, woodspice and pepper. The cherry flavors are reserved in style, pulling up toward the finish.",Winemaker's Select,88,40.0,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,Kestrel 2011 Winemaker's Select Mourvèdre (Yakima Valley),Mourvèdre,Kestrel
1935,11233,US,"Varietal aromas of fresh and dried herbs, flowers and cherries mix with tar, chocolate and barrel spices. The palate displays a reserved styling and a lingering finish.",Winemaker's Select,88,40.0,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,Kestrel 2012 Winemaker's Select Cabernet Franc (Yakima Valley),Cabernet Franc,Kestrel
1936,11234,US,"Made in méthode champenoise style from Chardonnay grapes, this offers an entirely appropriate simplicity of lemon-lime citrus and green apple, with balanced acidity. It finishes slightly sweet.",Peters Vineyard Blanc de Blanc,88,58.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Kokomo 2012 Peters Vineyard Blanc de Blanc Chardonnay (Sonoma Coast),Chardonnay,Kokomo
1937,11235,US,"Bold notions of strawberry and cherry form around a robust core of oak and tannin, giving this rounded, approachable wine a medium to full-figured build. Minty earth follows, an element of herb that's refreshing on the palate and impactful, a sign of its cooler-climate vineyard site.",Morelli Lane Vineyard,88,45.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Lost Canyon 2012 Morelli Lane Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Lost Canyon
1938,11238,US,"A perfumed wine, this leaps up with aromas of white flowers, ginger and lychee. It drinks off dry, with a viscous, almost oily feel that provides a sense of heft.",Twin Vineyards,88,16.0,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,Pacific Rim 2014 Twin Vineyards Gewürztraminer (Yakima Valley),Gewürztraminer,Pacific Rim
1939,11239,US,"Raspberry, white pepper, iron, dust and a Earl Grey tea element peek out from the delicate and restrained nose. Plums and red fruits mark the tip of the sip, but it clings to a gravelly, brick-laden center line of minerality, proving pleasantly peppery as well.",Walker,88,40.0,California,Santa Ynez Valley,Central Coast,Matt Kettmann,@mattkettmann,Palmina 2010 Walker Barbera (Santa Ynez Valley),Barbera,Palmina
1940,11249,US,"There are drying tannins and an earthy underpinning to this bottling of the Gravity Merlot. The cherry and cassis flavors have good grip, leading into a coffee-coated finish.",Gravity Destiny Ridge Vineyards Estate Grown,88,24.0,Washington,Horse Heaven Hills,Columbia Valley,Paul Gregutt,@paulgwine ,Alexandria Nicole 2009 Gravity Destiny Ridge Vineyards Estate Grown Merlot (Horse Heaven Hills),Merlot,Alexandria Nicole
1941,11257,US,"Using grapes sourced from Klipsun Vineyard, this is a roughly even Sauvignon Blanc–Sémillon blend. Flavors of sweet toast, lemon verbena and melon, with a hint of mint and a splash of orange soda are all in evidence. Nicely nuanced, this does not overreach, but rather zooms in on the details of aroma and flavor that keep it interesting.",Blanc,88,25.0,Washington,Red Mountain,Columbia Valley,Paul Gregutt,@paulgwine ,Covington 2011 Blanc Sauvignon Blanc-Semillon (Red Mountain),Sauvignon Blanc-Semillon,Covington
1942,11270,US,"Light in color, smooth, soft with a trace of astringency to the background, it shows off Barbera's marriage of acidity and denseness. It's a heavier version for sure, with spice and rustic black cherry.",Cooper Ranch,86,25.0,California,Shenandoah Valley (CA),Sierra Foothills,Virginie Boone,@vboone,Easton 2011 Cooper Ranch Barbera (Shenandoah Valley (CA)),Barbera,Easton
1943,11273,US,"Think of a pink version of Beaujolais Nouveau. The grapy flavors light up this light-bodied, extroverted rosé even more than the almost fluorescent pink color. Very fresh, light and frothy and all those qualities seem right for it.",Rosé de Shenandoah,86,18.0,California,Shenandoah Valley (CA),Sierra Foothills,Jim Gordon,@gordone_cellars,Helwig 2013 Rosé de Shenandoah Rosé (Shenandoah Valley (CA)),Rosé,Helwig
1944,11275,US,"This rough and tumble Cabernet is oaky and smoky in both scent and flavor. It's a rustic, country wine, big and bold and raw around the edges, but packed with flavor.",Eagle Ranch Vineyard,86,35.0,Oregon,Columbia Valley (OR),Oregon Other,Paul Gregutt,@paulgwine ,Jacob Williams 2010 Eagle Ranch Vineyard Cabernet Sauvignon (Columbia Valley (OR)),Cabernet Sauvignon,Jacob Williams
1945,11279,US,"This substantial wine is replete with apricot and a faint lurking of herb. The acidity is there, just faintly, racing through to the finish.",Buttner Sunol Vineyard,86,28.0,California,Livermore Valley,Central Coast,Virginie Boone,@vboone,Las Positas 2012 Buttner Sunol Vineyard Pinot Grigio (Livermore Valley),Pinot Grigio,Las Positas
1946,11282,US,"With a strong undercurrent of bell pepper, this soft Petite Sirah has tense shadings of peppery spice and leather. Ready to drink now.",Nina's Cuvée,86,36.0,California,Livermore Valley,Central Coast,Virginie Boone,@vboone,Concannon 2010 Nina's Cuvée Petite Sirah (Livermore Valley),Petite Sirah,Concannon
1947,11288,US,"Fully mature, this calls to mind an inexpensive village Burgundy: one that is just a touch past its prime. Delicate secondary fruit flavors and firm acidity are in place, with residual hints of tomato leaf and flesh.",The Uncarved Block,87,30.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Amalie Robert 2011 The Uncarved Block Pinot Noir (Willamette Valley),Pinot Noir,Amalie Robert
1948,11289,US,"Given time to settle in both used French oak and stainless steel, this is a nice effort from a well-respected vineyard that's big and juicy in grapefruit and melon. Made in a lighter style, it offers a bite of oak on the finish, leaving a substantial impression.",Kick Ranch,87,26.0,California,Sonoma County,Sonoma,Virginie Boone,@vboone,Apsara 2015 Kick Ranch Sauvignon Blanc (Sonoma County),Sauvignon Blanc,Apsara
1949,11291,US,"Self-proclaimed to be the only Sagrantino in the Napa Valley (which is probably true), this wine displays varietal character in its smoky leather and its fruit characteristics trafficking in tart cranberry, orange and black cherry. It is light and subtle.",Estate,87,50.0,California,St. Helena,Napa,Virginie Boone,@vboone,Benessere 2012 Estate Sagrantino (St. Helena),Sagrantino,Benessere
1950,11295,US,"The nose on this bottling is very smoky and flinty, but also shows underlying pear and apple aromas. There's an intriguing lime-zest character to the palate, with a base of dried apples and a smoked-wood character that's hard to ignore.",Lot 526,87,14.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Cameron Hughes 2014 Lot 526 Chardonnay (Santa Barbara County),Chardonnay,Cameron Hughes
1951,11311,US,"Steely and tight, this block selection reveals a chalky flavor of citric acid that overshadows the fruit, which turns thin in the finish. Ample aeration helps a bit.",Wind Ridge Block,87,50.0,Oregon,Ribbon Ridge,Willamette Valley,Paul Gregutt,@paulgwine ,Chehalem 2014 Wind Ridge Block Pinot Noir (Ribbon Ridge),Pinot Noir,Chehalem
1952,11322,US,"This wine, made by a relative of the Jocko's Steak House family, is vibrant. Bright and racy, the welcoming nose offers light cinnamon notes, plump raspberries, dried rose petals and a touch of slate. The palate winds tight cranberry-raspberry fruit through layers of bay leaf and dark clay, finishing with a menthol character that lingers into the finish.",Dierberg Vineyard,93,32.0,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Mollie 2012 Dierberg Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Mollie
1953,11325,US,"This combines 70% Cabernet Sauvignon with 30% Syrah, all estate-grown, and crafted into wine by Robert Foley. Herb, peppercorn and a sanguine note of wild game adorned in dried cranberry and plum pop on the palate. The finish brings strong, lasting notes of cardamom and clove.",Sintilation Proprietary,93,85.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Padis 2010 Sintilation Proprietary Red (Napa Valley),Red Blend,Padis
1954,11327,US,"Sourced from the producer's Reserve Block and blended with 10% Merlot from its Hillview vineyard, this is classic Oakville Cabernet, velvety on the palate and spicy in cinnamon and clove on the nose. Blackberry, dried herb and baked cherry-plum pie all play a part in providing it with richness and complexity. Drink through 2022.",Reserve,93,130.0,California,Oakville,Napa,Virginie Boone,@vboone,Groth 2012 Reserve Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Groth
1955,11330,US,"Blackberry, black cherry and blueberry aromas are cut by complex hints of dark chocolate and nutmeg on this Cabernet Franc and Merlot blend. The tannins are quite firm on the palate, framing black plums, vanilla, caramel, dill and dried mint flavors. Drinking 2018–2030 will allow more black cherry and blueberry character to evolve on the sip.",Justification,93,55.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Justin 2012 Justification Red (Paso Robles),Bordeaux-style Red Blend,Justin
1956,11332,US,"Fermented 40% whole cluster in concrete cubes, this stunning wine provides intensely pure aromas of red and black fruit, flowers and herbs. The dark-fruit flavors are exquisite and fresh with an extended finish.",McKinley Springs Vineyard,93,30.0,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,Syncline 2013 McKinley Springs Vineyard Syrah (Horse Heaven Hills),Syrah,Syncline
1957,11338,US,"A 100% varietal, single-vineyard estate wine, at the top of the producer's heap, this was given almost two years in French oak, half of it new, the other half once-filled. Juicy, it offers refined layers of herb, currant and clove, making for a soft, complex and lightly spicy experience. With sizable structure and depth, it can be enjoyed now through 2022.",Winston Hill Vineyard Patriarch,93,225.0,California,Rutherford,Napa,Virginie Boone,@vboone,Frank Family 2012 Winston Hill Vineyard Patriarch Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Frank Family
1958,11344,US,"An opulent nose surges from the bottle in this lush, exuberant wine from the legendary vineyard site. Pronounced flavors of baked apple, caramel, honey and peach combine in memorable, full-bodied ways. Textured and layered, this brooder is drinking great now but should do well with more time in the cellar, through 2023.",Ritchie Vineyard,93,60.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Arista 2013 Ritchie Vineyard Chardonnay (Russian River Valley),Chardonnay,Arista
1959,11376,US,"Though the vineyard sources—Stillwater and Conner Lee—are first-rate, this wine seems a bit disjointed at the moment. Sweet, juicy fruit opens up into a midpalate that seems to have a hole, and then the aggressive flavors of vanilla surface. The vanilla-tinged finish feels tacked on, though perhaps some further bottle age will help to smooth it.",Reserve,87,50.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Woodinville Wine Cellars 2009 Reserve Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Woodinville Wine Cellars
1960,11397,US,"Light and bright, this combines 41% Syrah, 36% Grenache and 23% Mourvèdre, each sourced from the Landa Vineyard near the town of Sonoma. Menthol and cherry notes arise first on the nose and palate, riding a wave of lifted acidity, with a meaty undertone and lavender and tobacco accents.",Turbine,91,35.0,California,Sonoma Valley,Sonoma,Virginie Boone,@vboone,Anaba 2014 Turbine Red (Sonoma Valley),Rhône-style Red Blend,Anaba
1961,11398,US,"Nutty almond aromas open this wine, along with a wave of white flower and herb scents. Light in color, it's exuberant with crisp acidity and delicate apricot and peach flavors, finishing clean and focused.",Landa Vineyard,91,36.0,California,Sonoma Valley,Sonoma,Virginie Boone,@vboone,Anaba 2015 Landa Vineyard Viognier (Sonoma Valley),Viognier,Anaba
1962,11399,US,"Coming from older vine plantings at Dionysus, Red Willow, Boushey and Bacchus vineyards, Cabernet Sauvignon (70%) takes the lead, with the rest Merlot (20%) and Cabernet Franc. Aromas of graphite, savory herb and red and black fruit are followed by refined fruit flavors. It shows a sophisticated sensibility, bringing a sense of texture and vibrancy, along with a lingering finish.",Sestina,91,65.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Avennia 2014 Sestina Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Avennia
1963,11402,US,"Lovely aromatics suggest wet stone, raspberry and pomegranate. This is a sleek, subtle wine. Its winery notes suggest it is a “slow bloomer” in the glass, which proves out if you give it that chance. It's balanced and resonant, with the promise of further improvement with another few years of bottle age.",Abby's Block Reserve,91,65.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Coeur de Terre 2014 Abby's Block Reserve Pinot Noir (Willamette Valley),Pinot Noir,Coeur de Terre
1964,11403,US,"Crafted principally from estate-grown fruit, this has the complexity and downright panache of a far more expensive bottling. Mixed brambly red fruits combine seamlessly, punching through to a lingering finish etched in minerals. What a terrific value!",Oregon,91,22.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Coeur de Terre 2014 Oregon Pinot Noir (Willamette Valley),Pinot Noir,Coeur de Terre
1965,11404,US,"Compostable earth marks the entry of this clonal exploration—a robust, full-bodied and ripely warm wine.With mint, pine and black tea accents, it offers wild raspberry and rhubarb fruit, bringing a homemade pie to mind.",Jane's Vineyard Clone 23,91,55.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Davis Bynum 2014 Jane's Vineyard Clone 23 Pinot Noir (Russian River Valley),Pinot Noir,Davis Bynum
1966,11405,US,"The nose of this bottling is pleasantly earthy and rustic, with composting rose petal, forest floor, snappy cranberry and iron-tinged aromas. It's light in body yet has a compelling tannic grip, its pomegranate and white pepper flavors proving quite delicate and focused.",Le Belier,91,63.0,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Demetria 2014 Le Belier Pinot Noir (Santa Maria Valley),Pinot Noir,Demetria
1967,11406,US,"An outstanding value, the latest release of this wine dazzles with bold, black cherry and chocolate mocha flavors. The focus and definition throughout are exceptional also. This is a gem at a more than fair tariff.",Grand Assemblage,91,28.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Dobbes Family Estate 2014 Grand Assemblage Pinot Noir (Willamette Valley),Pinot Noir,Dobbes Family Estate
1968,11408,US,"Toasty aromas lead the nose of this bottling from the Parker family's own vineyard, with brioche, freshly peeled lemon and a slight walnut touch. The palate shows restraint, just barely allowing its crushed chalk, Asian pear, exotic white flower and chamomile flavors to shine through.",Parker West,91,40.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Fess Parker 2015 Parker West Chardonnay (Sta. Rita Hills),Chardonnay,Fess Parker
1969,11409,US,"This blend of 52% Cabernet Sauvignon, 20% Merlot, 17% Syrah, 8% Petit Verdot and 3% Cabernet Franc offers plummy chocolate and leather notes and dense, layered tannins. Toasty oak adds to the concentration and body, before a lift of acidity closes out the finish. This wine is available in three Halloween-themed labels all created for Flora Springs by CD-cover artist Wes Freed.",Ghost Winery,91,44.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Flora Springs 2013 Ghost Winery Red (Napa Valley),Red Blend,Flora Springs
1970,11410,US,"This dense, round, full-bodied red from a quiet appellation offers smoked plum and dark cherry flavors, with integrated oak and tannin.",Knights Reserve,91,40.0,California,Knights Valley,Sonoma,Virginie Boone,@vboone,Fortress 2013 Knights Reserve Cabernet Sauvignon (Knights Valley),Cabernet Sauvignon,Fortress
1971,11412,US,"The aromas are wound up at present, with notes of generous barrel spices, dried herb, dark fruit and pencil lead. The dark-cherry flavors are smooth and supple, backed by fine-grained tannins.",The Bully,91,50.0,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,Gorman 2014 The Bully Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Gorman
1972,11413,US,"Syrah makes up just under two-thirds of this blend. Dark in color, it brings aromas of generous French-oak spices along with mineral, olive and dark fruit followed by a spicy top note. The palate is rich and dense, full of tightly wound cherry flavors that linger on the finish.",The Evil Twin,91,65.0,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,Gorman 2014 The Evil Twin Syrah-Cabernet Sauvignon (Red Mountain),Syrah-Cabernet Sauvignon,Gorman
1973,11415,US,"Light in color, with depth and clarity, this wine shines with dusty black cherry and pomegranate flavors and an ethereal texture of tension and earthy acidity. Clove and orange zest touches dot the long finish.",Cuvée de Trois,91,35.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Joseph Swan Vineyards 2013 Cuvée de Trois Pinot Noir (Russian River Valley),Pinot Noir,Joseph Swan Vineyards
1974,11416,US,"Perfumed and floral, crisp and modulated in acidity, this is an exuberant expression of the variety. Ample acidiy and cherry and orange flavors unfold on the palate, followed by a brisk finish that's laced in spicy nuance.",Estate Vineyard Rosé of,91,24.0,California,Knights Valley,Sonoma,Virginie Boone,@vboone,Lawer 2016 Estate Vineyard Rosé of Syrah (Knights Valley),Syrah,Lawer
1975,11417,US,"This bottling named after vintner Bill Foley's mother shows apricot, gardenia and smoke aromas, accenting its underlying minerality that recalls hot sand on a beach. The clean and crisp flavors combine sea salt and lemon peel with Asian pear and a touch of honeydew melon.",Zoula Nunn,91,35.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Lincourt 2014 Zoula Nunn Chardonnay (Sta. Rita Hills),Chardonnay,Lincourt
1976,11419,US,"This is a rich, fragrant and luscious-tasting dessert wine. Wonderful honey, orange blossom and peach nectar aromas waft from the glass, and concentrated, luxurious, sweet fruit and floral flavors wash over the palate. The mouthfeel is rich and viscous, leaving a long finish that echoes the sweet honey aromas.",Belle Etoile Blanche,91,28.0,California,Mokelumne River,Central Valley,Jim Gordon,@gordone_cellars,M2 2014 Belle Etoile Blanche White (Mokelumne River),White Blend,M2
1977,11421,US,"This is 100% varietal with the fruit coming from Ciel du Cheval, Red Willow and Phinny Hill vineyards. Expressive but still wound-up aromas of exotic spice, French oak, chocolate and dark fruit are followed by pitch-black fruit flavors and tightly wound tannins. It's not yet ready to fully reveal its charms but has the stuffing to go the distance.",Old Vines,91,65.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Mark Ryan 2014 Old Vines Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Mark Ryan
1978,11422,US,"When first opened, this seemed a bit shallow, but it blossomed with breathing time into a lovely brambly berry-soaked wine with a full-bodied palate. Streaks of cola and molasses come up also, lengthening the finish and adding texture and detail.",Kropf Vineyard,91,50.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Purple Hands 2015 Kropf Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Purple Hands
1979,11424,US,"Sourced from several appellations, including the producer's heritage Russian River Valley site, this wine offers smoky oak, bacon and blackberry jam flavors. Thick and florally perfumed, it balances its brawnier side with spice.",Estate Vineyards Knotty Vines,91,25.0,California,Northern Sonoma,Sonoma,Virginie Boone,@vboone,Rodney Strong 2014 Estate Vineyards Knotty Vines Zinfandel (Northern Sonoma),Zinfandel,Rodney Strong
1980,11425,US,"Plummy cinnamon and grape notes highlight this well-made, full-bodied wine's lush, soft-textured expression. It boasts integrated oak and compelling concentration, finishing in a plume of smoke.",Home Ranch,91,32.0,California,Dry Creek Valley,Sonoma,Virginie Boone,@vboone,Sbragia 2014 Home Ranch Merlot (Dry Creek Valley),Merlot,Sbragia
1981,11426,US,"The fruit from this cool-climate AVA brings flavors of citrus rind, wet stone and green apple. It's a wine with finesse, barrel fermented and put through partial malolactic. The mouthfeel is lively, and the finish carries a hint of fresh brioche.",Lynette,91,34.0,Oregon,Columbia Gorge (OR),Oregon Other,Paul Gregutt,@paulgwine ,Phelps Creek 2013 Lynette Chardonnay (Columbia Gorge (OR)),Chardonnay,Phelps Creek
1982,11431,US,"This bold and full-bodied wine has fragrant fruit aromas and oodles of berry flavor, plus a firm texture created by ample fine-grained tannins and supportive acidity. What makes it special is how the grippy texture wraps around the opulent blackberry and boysenberry flavors for great balance and a sense that it will age well through 2022.",Grandpère,91,40.0,California,Amador County,Sierra Foothills,Jim Gordon,@gordone_cellars,Renwood 2012 Grandpère Zinfandel (Amador County),Zinfandel,Renwood
1983,11432,US,"The Roserock cuvée is notably dark and concentrated, with loads of ripe black cherry fruit. The nose is spicy, and flavors are saturated with luscious mocha. This is a fine example of the vintage, ready to enjoy immediately.",Roserock Vineyard,91,55.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Rex Hill 2012 Roserock Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Rex Hill
1984,11437,US,"This has a vibrant yellow-gold color and aromas like fresh herbs and sliced celery. Almost electric acidity pulses in the crisp grapefruit, lime and melon flavors that lead to a lingering finish. The vivid freshness and tangy texture sets it apart from the crowd, and it will work wonderfully with foods from raw oysters to roast chicken.",The Victor's Spoils,91,18.0,California,North Coast,North Coast,Jim Gordon,@gordone_cellars,Bodkin 2014 The Victor's Spoils Sauvignon Blanc (North Coast),Sauvignon Blanc,Bodkin
1985,11444,US,"Honey-roasted almonds, seared lemon vinaigrette and honeydew melon show on the delicious nose of this off-dry wine from an extreme coastal vineyard above Cambria. Though slightly sweet, it remains rich and intriguing, with lots of citrus peel, grapefruit pith, squeezed oranges and touches of petrol.",Riven Rock Vineyard,91,28.0,California,San Luis Obispo County,Central Coast,Matt Kettmann,@mattkettmann,Cutruzzola 2012 Riven Rock Vineyard Riesling (San Luis Obispo County),Riesling,Cutruzzola
1986,11445,US,"Grapes from three vineyards (estate, Hyland and Durant) and seven different clones are blended here, then aged for 14 months in 40% new French oak. At first sniff it's more steely than oaky, with chunky flavors of red fruits firmly underscored with highlights of earth and stem. There's a vein of black licorice also, and the wine leaves the impression that waiting until 2016–2017 will help bring out its best.",Pas de Trois,91,34.0,Oregon,Oregon,Oregon Other,Paul Gregutt,@paulgwine ,DanCin 2012 Pas de Trois Pinot Noir (Oregon),Pinot Noir,DanCin
1987,11451,US,"Very yeasty and slightly clouded in the glass, this wine by regional bubbly pioneer Norm Yost shows buttered plums, rising sourdough bread and freshly picked scarlet red rose petals on the nose. The mouthfeel is noticeably creamy, with more bready yeast, citrus peels and hints of hibiscus and jasmine.",Clos Pepe Vineyard Blanc de Noir,91,60.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Goat Bubbles 2012 Clos Pepe Vineyard Blanc de Noir Pinot Noir (Sta. Rita Hills),Pinot Noir,Goat Bubbles
1988,11455,US,"This smells as vivid as fresh-picked and crushed grapes, combining cranberry, raspberry, cinnamon and other spices. Flavors suggest black cherry, blackberry, and attractive spicy oak. It is full bodied, smooth but a bit tight in texture due to great, firm tannins and lively acidity. A nice touch of sweet-seeming oak marks the lingering finish.",Trois Filles,91,42.0,California,Marin County,North Coast,Jim Gordon,@gordone_cellars,Pey-Marin 2013 Trois Filles Pinot Noir (Marin County),Pinot Noir,Pey-Marin
1989,11499,US,"Robert Brittan oversees this project. This first release is a cuvée assembled from a selection of barrels he had vinted at the Carlton Winemakers Studio. Silky and dappled with details of underbrush, bramble, black cherry, cassis, smoke and clean earth, this is a lovely blend with elegance to spare. The low alcohol in no way means this is a thin or shallow wine.",Eréndira,92,35.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Ermisch 2010 Eréndira Pinot Noir (Willamette Valley),Pinot Noir,Ermisch
1990,11507,US,"Crafted from the oldest vines in one of the oldest vineyards in the Walla Walla Valley, this displays lovely aromatics of leaf, herb, earth and wild berry. Tight and contained, it opens into a focused, lively wine with great acidity. It has the potential to age well for a decade or more.",Seven Hills Vineyard,92,38.0,Oregon,Walla Walla Valley (OR),Oregon Other,Paul Gregutt,@paulgwine ,Seven Hills 2010 Seven Hills Vineyard Cabernet Sauvignon (Walla Walla Valley (OR)),Cabernet Sauvignon,Seven Hills
1991,11535,US,"Though labeled simply Columbia Valley, the grapes are single vineyard, Rattlesnake Hills AVA fruit. The best of the Girly Girl lineup, though the promising beginning (cassis and berry, scented with black olive and herb) quickly fades into a forest floor finale of decaying leaves.",Girly Girl,85,19.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Silver Lake 2007 Girly Girl Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Silver Lake
1992,11541,US,"This is essentially DDO's reserve Pinot Noir; it requires some patience at first, because it is quite tight, almost inscrutable. With many hours of breathing it fleshes out and opens up, revealing a wine with interesting nuances of cured meat, mushroom and light earth. The fruit is a notch more concentrated and full than the regular DDO, but retains a sense of tart berry and light cherry rather than being sweet or jammy. This absolutely must be decanted well in advance.",Laurène,92,65.0,Oregon,Oregon,Oregon Other,Paul Gregutt,@paulgwine ,Domaine Drouhin Oregon 2005 Laurène Pinot Noir (Oregon),Pinot Noir,Domaine Drouhin Oregon
1993,11556,US,"Savory aromas of black pepper, teriyaki-glazed steak, charcoal and elderberry jam converge for a compelling nose on this bottling. There is a strong soy richness to the sip, with grilled black plums and alder smoke flavors. It's the perfect barbecue wine.",Steinbeck Vineyard,91,28.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Eberle 2015 Steinbeck Vineyard Syrah (Paso Robles),Syrah,Eberle
1994,11557,US,"This wine's vanilla, woodspice, black cherry and dried herb aromas lead to tightly wound fruit flavors with hefty tannins. Oak plays prominently, but it largely works, needing only additional time in the bottle or a short decant to strut its stuff.",Weinbau Vineyard,91,35.0,Washington,Wahluke Slope,Columbia Valley,Sean P. Sullivan,@wawinereport,Januik 2014 Weinbau Vineyard Cabernet Franc (Wahluke Slope),Cabernet Franc,Januik
1995,11560,US,"This blend of 80% Cabernet Sauvignon and 20% Cabernet Franc shows prominent blue fruit aromas, with plum, mountain blueberry, herb and spice notes to round them out. The flavors are concentrated and texturally rich, providing a lot of appeal.",Founder's Legacy,91,85.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,JM Cellars 2014 Founder's Legacy Red (Columbia Valley (WA)),Bordeaux-style Red Blend,JM Cellars
